path,hash,access
/home/aperry/Documents/SY402/beaglEd/.git/objects/8d,39a21077612c7468ebc5a48466c1c94eaa41be07b314f2ad542cd1fc6aa82d79,03302021_210842
/home/aperry/Documents/SY402/beaglEd/.git/objects/23,b6e8d2e6a722c4346a5f2f494d65a964dc78bc84933a1350cea906201f79c0da,03302021_210842
/home/aperry/Documents/SY402/beaglEd/.git/objects/db,09847dfad8687a08eed49098a5bb83d2b35bde0258461cbf760c4c4249017604,03302021_210842
/home/aperry/Documents/SY402/beaglEd/.git/objects/07,b70d1727772c0e35d96721a0be60620504c5d8ea841f33c5117b0d6f1a9e6060,03302021_210842
/home/aperry/Documents/SY402/beaglEd/.git/objects/8a,d54b42ddcc24344798217888f4e45975889afc19336a4d459d9abc46dfaff2c0,03302021_210842
/home/aperry/Documents/SY402/beaglEd/.git/objects/dd,c4840b818a8f06677ea250ce7e761d6ed369831720621b0354de7b22b7cf385a,03302021_210842
/home/aperry/Documents/SY402/beaglEd/.git/objects/84,298460a2ea13bcb06eb99c90ebf7d6aeee03b8d5dcdeae1942d5f298b44568a2,03302021_210842
/home/aperry/Documents/SY402/beaglEd/.git/refs/heads,70edb836e0e11a145ead8078688014107aad39e4717c116cff9af2ea608b0f14,03302021_210842
/home/aperry/Documents/SY402/beaglEd/.git/refs/remotes,6edb636907e9135ef8fd68e1e925aee44ba97b1d982ee5d29b295d7dcb824f58,03302021_210842
/home/aperry/Documents/SY402/beaglEd/.git/refs/remotes/origin,08f318f1ebfca554822d6a60d94ce3074087c96b64833c279a981651983a3eeb,03302021_210842
/home/aperry/Documents/SY402/beaglEd/test/a,b99965dee56217ea0739c27b8c8285ebbf4c93be67f0736b4fe1f071a03a55fc,03302021_210842
/home/aperry/Documents/SY402/beaglEd/test/b,30de46c311323ebb94b74bb655541ba1532bfd7ecd703d141ee2f3379be9e5d1,03302021_210842
