path,hash,access
/home/aperry/Documents/SY402/beaglEd/FieSys_03302021_210842.csv,535e684f39210973ad62562b1c25159f0f4fda12a2052feea5754b53a291a133,04012021_072907
/home/aperry/Documents/SY402/beaglEd/compare.py,ad1cecc8baebc8b88da77e75a98d15025f98d135e9838e8dc6f570682c906379,04012021_072907
/home/aperry/Documents/SY402/beaglEd/EDDY_howToCompare,c4394c49f8aea21d548ecf7d0e079e23f25c6ccf16bf1c8e6b03b0fdd77541da,04012021_072907
/home/aperry/Documents/SY402/beaglEd/errorFiles,c67887920dd44106bd5c4136fd12044230f2bd4dbe516c550b8a683154531fc2,04012021_072907
/home/aperry/Documents/SY402/beaglEd/README.md,f6aea0f22ac63653d111fd19b544b9ae0b038b27d8a25e27a82fb0f728faca79,04012021_072907
/home/aperry/Documents/SY402/beaglEd/hash.py,ddd0c627a7e812fb8b0332010d57466f4063163f8bb2fe88d179e35e02112729,04012021_072907
/home/aperry/Documents/SY402/beaglEd/errorFiles03302021_210842,c67887920dd44106bd5c4136fd12044230f2bd4dbe516c550b8a683154531fc2,04012021_072907
/home/aperry/Documents/SY402/beaglEd/ignoramous,809e2c4a15998bc558a36f4719b2019157a956f8b2ac4080245ce8d5c7942ef5,04012021_072907
/home/aperry/Documents/SY402/beaglEd/.git/ORIG_HEAD,42c9c2589b727605325ca890fac7c1ae3dc66dc2d0548b2f168f544a8e11cab5,04012021_072907
/home/aperry/Documents/SY402/beaglEd/.git/HEAD,28d25bf82af4c0e2b72f50959b2beb859e3e60b9630a5e8c603dad4ddb2b6e80,04012021_072907
/home/aperry/Documents/SY402/beaglEd/.git/FETCH_HEAD,e7cdac50ea844206f693c9c4300eb50df44bbd128faf33e3cad7640520dd0bbd,04012021_072907
/home/aperry/Documents/SY402/beaglEd/.git/COMMIT_EDITMSG,65ddf987ea0be6dc4841a797cd320a4e8611d10a92e0f5f472ddd979c0fd709a,04012021_072907
/home/aperry/Documents/SY402/beaglEd/.git/description,85ab6c163d43a17ea9cf7788308bca1466f1b0a8d1cc92e26e9bf63da4062aee,04012021_072907
/home/aperry/Documents/SY402/beaglEd/.git/config,687498ae8c919a20b0ec9aa463157a103b7576ed753da0fbdb50af9c1804716a,04012021_072907
/home/aperry/Documents/SY402/beaglEd/.git/packed-refs,60d7ba0f3841fbca3e4341716e6e092d9c2a7edcc7ad50665c13f17626daa250,04012021_072907
/home/aperry/Documents/SY402/beaglEd/.git/logs/HEAD,78954856ca64842253b7fb3c2ed11d90a6322dd61f871caeae0b996a89c75cf0,04012021_072907
/home/aperry/Documents/SY402/beaglEd/.git/logs/refs/heads/main,78954856ca64842253b7fb3c2ed11d90a6322dd61f871caeae0b996a89c75cf0,04012021_072907
/home/aperry/Documents/SY402/beaglEd/.git/logs/refs/remotes/origin/HEAD,de1354180029aee4ac4519da3a8530a96b631c982e1ea70fc3ff3f4c4d0094f2,04012021_072907
/home/aperry/Documents/SY402/beaglEd/.git/logs/refs/remotes/origin/main,6ad7c1a67af15752587a3baabdb941a44e6f1c705045fc4ca54e07bc0c4bd002,04012021_072907
/home/aperry/Documents/SY402/beaglEd/.git/hooks/pre-merge-commit.sample,d3825a70337940ebbd0a5c072984e13245920cdf8898bd225c8d27a6dfc9cb53,04012021_072907
